movie_id,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998
136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9975
137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9975
138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
139,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
140,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.998
141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998
142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.994
143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
149,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.997
150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
151,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9975
152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9975
153,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9835
155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9975
156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.997
158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
160,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9975
161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.9975
162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.997
163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9975
164,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.9975
165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
166,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
168,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
169,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
170,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9975
173,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9975
174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9975
178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965
179,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
182,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.997
184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9975
186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9975
189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9975
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
195,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9975
197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
198,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9975
199,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.982
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
202,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9975
207,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9975
211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
215,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9975
218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9975
222,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
224,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.997
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.997
230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.997
231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
236,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9975
237,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9975
238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
239,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9975
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.997
243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
245,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.997
246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.997
247,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.997
248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
249,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.997
250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
252,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.997
253,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.997
254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.997
257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9975
258,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9975
259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.9975
260,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9885
261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
262,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
265,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.996
266,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.997
267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9965
270,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.997
271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.997
274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
276,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.997
277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9975
281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
283,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.998
285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9965
286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9975
287,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.997
288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.997
289,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.997
290,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.997
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9975
292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9975
293,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.997
294,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9975
295,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9975
296,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.997
297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996
299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
301,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9975
302,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.997
303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9975
304,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9965
308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.997
312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
313,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.997
317,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.997
318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.997
320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9965
321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9965
322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9975
324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997
325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975
326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997
327,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9975
