gender_M,gender_F,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_1,age_18,age_25,age_35,age_45,age_50,age_56,freq_Action,freq_Adventure,freq_Animation,freq_Children,freq_Comedy,freq_Crime,freq_Documentary,freq_Drama,freq_Fantasy,freq_Film-Noir,freq_Horror,freq_Musical,freq_Mystery,freq_Romance,freq_Sci-Fi,freq_Thriller,freq_War,freq_Western
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07317073170731707,0.04878048780487805,0.0,0.0,0.0975609756097561,0.0,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.0,0.8048780487804879,0.0,0.07317073170731707,0.0,0.024390243902439025,0.21951219512195122,0.0,0.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13636363636363635,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635,0.22727272727272727,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.13636363636363635,0.09090909090909091,0.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3193979933110368,0.19063545150501673,0.06354515050167224,0.1454849498327759,0.4013377926421405,0.043478260869565216,0.005016722408026756,0.25418060200668896,0.05852842809364549,0.006688963210702341,0.03511705685618729,0.061872909698996656,0.038461538461538464,0.14046822742474915,0.17391304347826086,0.15384615384615385,0.08862876254180602,0.04013377926421405
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5925925925925926,0.25,0.2222222222222222,0.17592592592592593,0.14814814814814814,0.12037037037037036,0.009259259259259259,0.2037037037037037,0.027777777777777776,0.018518518518518517,0.037037037037037035,0.07407407407407407,0.027777777777777776,0.09259259259259259,0.25,0.26851851851851855,0.09259259259259259,0.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18604651162790697,0.13953488372093023,0.06976744186046512,0.06976744186046512,0.3488372093023256,0.046511627906976744,0.0,0.37209302325581395,0.0,0.0,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.16279069767441862,0.09302325581395349,0.18604651162790697,0.023255813953488372,0.023255813953488372
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,0.0,0.125,0.15,0.65,0.025,0.0,0.325,0.0,0.025,0.075,0.05,0.025,0.175,0.075,0.15,0.0,0.0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7974683544303798,0.17721518987341772,0.0,0.0,0.24050632911392406,0.10126582278481013,0.0,0.26582278481012656,0.012658227848101266,0.0,0.06329113924050633,0.0,0.05063291139240506,0.10126582278481013,0.13924050632911392,0.4177215189873418,0.08860759493670886,0.0379746835443038
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22807017543859648,0.12719298245614036,0.049707602339181284,0.0847953216374269,0.2412280701754386,0.08771929824561403,0.0014619883040935672,0.4298245614035088,0.06140350877192982,0.014619883040935672,0.12719298245614036,0.06578947368421052,0.05263157894736842,0.14181286549707603,0.19883040935672514,0.22953216374269006,0.05263157894736842,0.014619883040935672
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0.025,0.025,0.075,0.9,0.05,0.0,0.275,0.025,0.0,0.025,0.025,0.025,0.1,0.05,0.025,0.025,0.1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12,0.04,0.12,0.16,0.12,0.12,0.04,0.52,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.28,0.16,0.04
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.11940298507462686,0.0,0.07462686567164178,0.08955223880597014,0.40298507462686567,0.1791044776119403,0.014925373134328358,0.47761194029850745,0.0,0.014925373134328358,0.0,0.029850746268656716,0.014925373134328358,0.11940298507462686,0.014925373134328358,0.23880597014925373,0.13432835820895522,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28125,0.15625,0.09375,0.109375,0.34375,0.09375,0.0,0.296875,0.0,0.0,0.140625,0.0625,0.015625,0.015625,0.140625,0.171875,0.078125,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37757437070938216,0.1853546910755149,0.04805491990846682,0.07322654462242563,0.2654462242562929,0.06407322654462243,0.004576659038901602,0.30434782608695654,0.041189931350114416,0.011441647597254004,0.10068649885583524,0.036613272311212815,0.041189931350114416,0.10068649885583524,0.3501144164759725,0.19221967963386727,0.08009153318077804,0.016018306636155607
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08450704225352113,0.056338028169014086,0.014084507042253521,0.03286384976525822,0.24882629107981222,0.051643192488262914,0.004694835680751174,0.539906103286385,0.009389671361502348,0.04225352112676056,0.03755868544600939,0.14084507042253522,0.051643192488262914,0.29107981220657275,0.07511737089201878,0.09859154929577464,0.1267605633802817,0.028169014084507043
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32857142857142857,0.4142857142857143,0.02857142857142857,0.11428571428571428,0.37142857142857144,0.11428571428571428,0.0,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.04285714285714286,0.0,0.3,0.15714285714285714,0.17142857142857143,0.2714285714285714,0.05714285714285714,0.02857142857142857
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4166666666666667,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.3611111111111111,0.05555555555555555,0.0,0.1388888888888889,0.027777777777777776,0.0,0.1111111111111111,0.0,0.027777777777777776,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.027777777777777776,0.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0.09036144578313253,0.014056224899598393,0.02208835341365462,0.3192771084337349,0.08433734939759036,0.006024096385542169,0.4859437751004016,0.02208835341365462,0.03614457831325301,0.0321285140562249,0.040160642570281124,0.05622489959839357,0.19477911646586346,0.10642570281124498,0.1646586345381526,0.060240963855421686,0.02610441767068273
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15306122448979592,0.030612244897959183,0.05102040816326531,0.04081632653061224,0.40816326530612246,0.05102040816326531,0.02040816326530612,0.3673469387755102,0.0,0.02040816326530612,0.1326530612244898,0.0,0.030612244897959183,0.09183673469387756,0.11224489795918367,0.24489795918367346,0.05102040816326531,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5555555555555556,0.2962962962962963,0.037037037037037035,0.0,0.18518518518518517,0.0,0.0,0.25925925925925924,0.0,0.0,0.2222222222222222,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.18518518518518517,0.3333333333333333,0.1111111111111111,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4793388429752066,0.2809917355371901,0.04132231404958678,0.06611570247933884,0.2892561983471074,0.0743801652892562,0.008264462809917356,0.36363636363636365,0.024793388429752067,0.008264462809917356,0.008264462809917356,0.04132231404958678,0.01652892561983471,0.1322314049586777,0.15702479338842976,0.2396694214876033,0.1322314049586777,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2692307692307692,0.23076923076923078,0.038461538461538464,0.15384615384615385,0.4230769230769231,0.0,0.0,0.4230769230769231,0.038461538461538464,0.0,0.038461538461538464,0.15384615384615385,0.0,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.2692307692307692,0.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.078125,0.046875,0.0,0.0,0.203125,0.109375,0.0,0.84375,0.0,0.015625,0.03125,0.015625,0.0,0.15625,0.03125,0.09375,0.140625,0.015625
